ID,Name,Value,Wage
239474,B. Cam,€170K,€1K
223091,R. Donelon,€150K,€1K
234611,C. Fogacci,€110K,€1K
245363,C. Fermina,€220K,€1K
239989,T. Vancooten,€180K,€1K
245365,R. El Hankouri,€210K,€1K
237430,R. Suzuki,€100K,€1K
240502,O. Özdemir,€140K,€1K
22391,R. Cretaro,€40K,€1K
193911,S. Paul,€0,€0
194679,M. Halstead,€80K,€1K
237176,R. Schofield,€170K,€1K
239480,S. Härtel,€170K,€1K
239736,T. Trueba,€130K,€1K
235897,A. Obaid,€160K,€2K
226429,A. Coote,€230K,€4K
242558,R. Solan,€190K,€3K
227967,Chen Anqi,€100K,€1K
234111,D. Turnbull,€210K,€1K
241279,A. Edqvist,€220K,€1K
242047,S. Al Selouli,€230K,€3K
243583,E. Ngwatala,€130K,€1K
222848,A. Samuel,€150K,€1K
240768,H. Gilmour,€180K,€1K
241024,M. Ruiz Díaz,€180K,€2K
245376,M. Młyński,€210K,€1K
245632,Morro,€170K,€1K
246400,D. O'Connor,€140K,€1K
240514,M. Johnstone,€160K,€1K
243842,N. Cadden,€150K,€1K
245379,Y. Toure,€230K,€3K
237188,N. Bishop,€170K,€1K
244612,L. Martínez,€200K,€1K
213893,L. John,€130K,€2K
224645,Sun Jungang,€140K,€2K
232325,M. Al Mutlaq,€160K,€3K
232837,A. Suljic,€160K,€1K
236677,I. Tapia,€200K,€1K
231046,J. Eastwood,€120K,€1K
240262,J. Brimmer,€170K,€1K
234631,S. Grønning,€160K,€1K
244104,D. Williams,€140K,€1K
244616,A. Díaz,€230K,€2K
246408,B. Chibani,€150K,€1K
240777,L. Ranieri,€200K,€3K
243593,A. Laurienté,€180K,€2K
231562,J. Meneses,€40K,€1K
242061,T. Ogiwara,€150K,€1K
2702,K. Ellison,€30K,€1K
234894,E. Bohinen,€220K,€1K
237710,A. Fletcher,€220K,€1K
232335,M. Najjar,€150K,€3K
242319,E. Zehir,€160K,€2K
241296,Zeng Shuai,€140K,€1K
232081,R. Laryea,€140K,€1K
239762,M. Sipľak,€130K,€1K
242322,M. Miller,€150K,€1K
223379,O. Johansson,€150K,€1K
221588,A. Mondal,€0,€0
229269,Z. Westbrooke,€170K,€1K
240533,K. Pagliuca,€170K,€2K
226454,B. Hall,€160K,€4K
239510,M. Köbbing,€140K,€1K
240535,E. Chapman,€200K,€1K
246423,L. Orellano,€210K,€1K
233368,R. Harker,€220K,€4K
231065,L. Rogerson,€170K,€1K
229274,L. Thomas,€130K,€1K
243354,P. Sander,€150K,€1K
155547,J. Jensen,€60K,€1K
241307,Jiang Wenjun,€80K,€2K
244379,A. Alibekov,€140K,€1K
224413,N. Giraldo,€130K,€1K
246429,J. Mashart,€150K,€1K
237470,D. Casey,€160K,€1K
213151,C. Norman,€120K,€1K
228255,N. Lemaître,€140K,€1K
228767,F. Ross,€230K,€1K
230815,O. Kakay,€180K,€1K
233375,D. Leahy,€160K,€1K
246431,R. Sottil,€220K,€4K
241314,Li Haitao,€110K,€2K
208291,R. Allassani,€170K,€1K
213667,D. Conroy,€120K,€2K
235939,F. Zorba,€140K,€1K
242596,T. Blackmon,€140K,€1K
239781,T. Arndal,€180K,€1K
245413,M. Al Sufyani,€220K,€2K
237479,B. Liddle,€190K,€3K
223912,C. Oliver,€160K,€4K
245416,N. Kariri,€180K,€3K
222121,Xiang Hantian,€140K,€2K
228009,Lee Gyu Seong,€140K,€1K
232362,R. de Vos,€160K,€1K
236459,M. Wasielewski,€100K,€1K
244141,N. Simon,€210K,€1K
239534,N. Kirk,€200K,€2K
242862,S. Al Najrani,€150K,€3K
245167,L. Lalruatthara,€0,€0
242352,A. Attiah,€160K,€2K
244400,K. Ademi,€180K,€1K
232113,C. Gallego,€80K,€1K
228018,Zhou Dadi,€160K,€2K
240562,D. Adshead,€200K,€1K
231603,J. Adelson,€140K,€1K
231859,C. Brown,€100K,€1K
246452,S. Bouzar,€160K,€1K
220853,J. Curran,€160K,€1K
239797,M. Lansing,€110K,€1K
242613,D. Cayupil,€200K,€1K
245173,O. Mireles,€170K,€2K
245685,O. Valakari,€210K,€1K
243894,B. Stillhart,€140K,€2K
233655,R. Holden,€200K,€4K
243895,D. Salanovic,€160K,€2K
244407,Pol Lozano,€210K,€2K
235704,S. Todd,€210K,€1K
242104,A. Ordagić,€140K,€1K
213690,C. Evans,€150K,€1K
229050,O. Buur Rasmussen,€200K,€5K
234682,J. Krasniqi,€130K,€1K
239546,C. Libertiaux,€140K,€1K
244922,L. Migliorelli,€160K,€1K
231356,M. Millar,€140K,€1K
232893,K. Kitamoto,€10K,€1K
241342,Su Yuanjie,€150K,€3K
228799,M. Mejlstrup Pedersen,€160K,€1K
231615,K. Gordon,€230K,€4K
243647,A. Bayındır,€120K,€1K
234944,N. Helmbrecht,€140K,€1K
246464,J. Theissen,€140K,€2K
186305,O. Tejeda,€100K,€1K
225986,D. Mottley-Henry,€160K,€1K
236994,J. Hernandez,€150K,€1K
245698,S. Villarreal,€190K,€2K
240068,S. Al Nabit,€170K,€3K
240580,B. Folami,€220K,€1K
244932,K. Castañeda,€210K,€2K
242117,A. Ghareeb,€180K,€4K
243141,I. Jasarevic,€120K,€1K
212167,C. Vernam,€160K,€2K
233161,Lee Rae Joon,€160K,€1K
240329,B. Taz,€220K,€2K
245449,T. Mizutani,€140K,€1K
240074,B. Dione,€160K,€1K
240586,K. Al Shuwayie,€160K,€4K
235979,A. Ramírez,€160K,€1K
244683,K. Kovačević,€140K,€1K
236748,E. Sivertsen,€100K,€1K
241356,L. Ritson,€160K,€2K
227278,G. Berggren,€150K,€1K
241614,J. Oksanen,€180K,€2K
244174,D. Parker,€190K,€1K
213967,C. Mafoumbi,€100K,€1K
236495,A. Bolger,€210K,€1K
219344,A. Al Basisi,€10K,€1K
235216,B. Fox,€230K,€1K
233425,E. Kastrati,€150K,€1K
243153,M. Al Rashidi,€200K,€1K
232402,Kim Woo Suk,€160K,€1K
243922,M. Radecki,€120K,€1K
233939,O. Jackson,€200K,€1K
243667,C. Thompson,€220K,€4K
245715,J. Shackleton,€210K,€3K
236244,T. Sibbick,€160K,€1K
244180,K. Oldenburger,€150K,€1K
240086,M. Lema,€210K,€1K
235479,A. Al Riou,€110K,€4K
235991,N. Cordero,€220K,€1K
244951,J. Rodríguez,€160K,€1K
242137,H. Abu Sharara,€160K,€2K
242393,B. Hussein,€230K,€1K
243929,H. Pernía,€100K,€1K
239835,V. Ekani,€230K,€1K
232668,L. Gordon,€140K,€1K
236252,V. Karakuş,€130K,€1K
237020,M. Al Zubaidi,€160K,€3K
242140,A. Al Bishi,€140K,€2K
203742,R. Lloyd,€140K,€1K
243678,G. Siadas,€190K,€2K
231647,M. Asiri,€90K,€2K
239839,S. Coly,€230K,€6K
240863,C. Coventry,€210K,€4K
242655,J. Ponceau,€210K,€1K
232416,R. Noda,€100K,€1K
182240,Qiu Shengjiong,€60K,€2K
232673,M. Al Haidari,€110K,€3K
102881,K. Stamatopoulos,€10K,€1K
246241,Y. Lenze,€190K,€1K
243682,F. Chenkam,€220K,€1K
243427,R. Edmondson,€230K,€3K
240612,M. Klass,€180K,€1K
236005,J. Vom Steeg,€130K,€1K
240101,E. Palacios,€140K,€1K
243173,Kim Joon Beom,€170K,€1K
206567,A. Campbell,€140K,€1K
243687,H. Pritchard,€130K,€1K
244199,K. Engbers,€140K,€1K
225001,K. Wootton,€150K,€1K
237545,U. Türker,€230K,€2K
243177,L. Malicsek,€200K,€1K
225770,K. da Graca,€180K,€1K
243178,B. Maguire,€210K,€1K
240107,J. Padilla,€220K,€2K
240363,I. Shinozuka,€140K,€1K
242923,S. Palma,€190K,€1K
244203,C. Crane,€140K,€1K
242413,A. Rizzo,€220K,€1K
183533,D. Lyness,€90K,€1K
229358,J. Holldack,€160K,€1K
244974,A. Goelzer,€200K,€1K
246254,A. Mironov,€210K,€1K
243951,G. Gbellé,€130K,€1K
236785,T. Abrahams,€180K,€2K
241905,S. Ben Amar,€190K,€2K
236788,M. Gillam,€180K,€1K
243445,F. Kaya,€220K,€2K
246261,J. Zea,€220K,€1K
243702,D. Spence,€180K,€3K
206327,I. Turner,€100K,€1K
239607,Cong Zhen,€150K,€2K
229368,M. Norman,€150K,€3K
238840,E. Mahmutovic,€150K,€4K
245752,Vasco Paciência,€220K,€1K
238841,F. Akammadu,€220K,€1K
241402,S. Shotton,€140K,€1K
245499,A. Hindi,€180K,€3K
243196,C. Nicell,€210K,€3K
246012,J. Truque,€180K,€1K
206077,H. Douglas,€110K,€1K
239358,S. Dieng,€100K,€1K
244222,A. Adetula,€170K,€1K
245246,B. Alférez,€150K,€1K
225280,D. Mitov,€90K,€1K
237824,M. Galé,€110K,€1K
245504,R. Harvey,€190K,€1K
226561,J. McMillan,€140K,€1K
234497,H. Clifton,€160K,€1K
231682,T. Heward-Belle,€140K,€1K
211203,S. Long,€110K,€1K
224515,J. Simonsen,€110K,€2K
234499,P. Sánchez,€130K,€1K
243717,A. Høvenhoff,€90K,€2K
243718,R. Koot,€120K,€1K
237575,J. Pourtau,€150K,€1K
238343,D. Mushitu,€190K,€1K
237321,M. Berisha,€200K,€4K
237833,M. Harris,€200K,€3K
241418,Gao Tianyi,€130K,€2K
231179,J. Al Dossary,€100K,€3K
246283,L. Seydoux,€140K,€2K
242956,D. Mena,€140K,€1K
239629,A. Medina,€200K,€2K
231182,O. O'Dwyer,€160K,€4K
232206,M. Parada,€160K,€1K
238606,Jo Yong Jae,€160K,€1K
242446,M. Wolff,€110K,€1K
214032,B. Lucumí,€120K,€1K
244241,O. Kensdale,€170K,€1K
244498,K. Szymański,€60K,€1K
234259,L. Hardcastle,€130K,€3K
236564,O. Malcı,€120K,€2K
245268,H. Al Yami,€200K,€2K
244501,M. Orłowski,€90K,€1K
229142,J. Ferry,€130K,€1K
245014,S. Janssen,€180K,€1K
244759,M. Catenacci,€160K,€1K
181015,B. Kennedy,€50K,€1K
241944,M. Guel,€190K,€1K
242200,T. Rönning,€110K,€1K
239385,A. Jerez,€110K,€1K
243481,M. Pedersen,€190K,€1K
242203,K. Politz,€120K,€1K
242715,A. Grinwis,€80K,€1K
232476,K. Shiihashi,€100K,€1K
238620,M. Layer,€160K,€1K
243740,M. Grundmann,€130K,€1K
244254,W. Biedrzycki,€120K,€1K
244512,D. Szczepan,€110K,€1K
231457,D. Baur,€180K,€1K
240673,C. Lang,€190K,€3K
243490,C. Ariza,€110K,€1K
241955,S. Amin,€130K,€1K
227620,D. Hutchinson,€120K,€1K
235046,Y. Ben El-Mhanni,€140K,€2K
222503,H. Isted,€120K,€1K
244519,O. Yilmaz,€140K,€2K
244775,R. Caicedo,€90K,€1K
245799,G. Kımışır,€120K,€2K
200744,R. Watson,€120K,€2K
210728,V. Viot,€90K,€1K
240424,Z. Al Haniti,€140K,€2K
243240,N. Abdali,€160K,€2K
227881,S. McWilliams,€190K,€1K
245033,T. Roberts,€180K,€1K
225068,J. McDonagh,€150K,€1K
214317,D. Malhue,€120K,€1K
245807,A. Koldere,€170K,€1K
241200,D. Stynes,€150K,€1K
239410,M. Kos,€110K,€1K
240946,F. Baptiste,€190K,€4K
233011,Jeong Chee In,€200K,€1K
244277,K. Watts,€170K,€2K
242230,J. Lennon,€200K,€1K
228664,H. Duman,€150K,€1K
244281,N. Anhölcher,€160K,€1K
240187,J. Stenmark,€180K,€1K
244028,S. Belkahia,€120K,€1K
237885,C. Tovar,€180K,€1K
237886,C. Goslin,€200K,€1K
244286,B. Stephens,€150K,€1K
242495,Y. Requena,€120K,€1K
226112,K. Cantwell,€110K,€1K
228928,S. Lavelle,€120K,€1K
239424,M. Rodrigues,€120K,€1K
246593,Javito,€160K,€1K
241219,W. Jakkit,€160K,€1K
234820,H. St Clair,€190K,€1K
243524,S. Grønli,€200K,€1K
231237,P. Jensen,€90K,€1K
240965,A. Hinds,€130K,€2K
242245,F. Al Rashidi,€140K,€4K
239942,A. Ávila,€200K,€2K
232007,M. Lis,€90K,€1K
191559,S. Kawamata,€60K,€1K
244552,A. Nsakala,€180K,€1K
210762,B. Hernández,€110K,€1K
230730,C. Carroll,€180K,€2K
245068,D. Takahashi,€200K,€1K
245580,L. Brand,€120K,€1K
240207,Liu Yang,€130K,€2K
224593,Y. Zummack,€90K,€1K
225873,R. Feely,€140K,€1K
234066,J. Hove,€180K,€1K
238930,T. Deters,€130K,€1K
244818,H. Bellman,€190K,€1K
236371,Marc Vito,€110K,€2K
244563,C. MacPherson,€190K,€1K
237653,C. Rojas,€140K,€1K
243286,A. Cvetkovic,€110K,€2K
232536,R. Okazaki,€90K,€1K
227929,R. Wintle,€140K,€2K
233050,M. Smith,€0,€0
203099,J. Rees,€110K,€1K
232539,K. Ogi,€20K,€1K
243035,Álvaro Gómez,€150K,€1K
235101,T. Makowski,€180K,€1K
242525,C. Sickinger,€140K,€1K
245085,A. Al Bahri,€100K,€2K
242526,K. Dybowski,€110K,€1K
245854,T. Vermot,€110K,€2K
245599,Darío Ramos,€150K,€1K
228192,E. Lyngdoh,€0,€0
240224,R. Escobar,€130K,€1K
242272,M. Ogkmpoe,€130K,€1K
240737,N. Pejović,€180K,€1K
231267,J. Lokilo,€190K,€3K
242276,Wang Ziming,€140K,€2K
243813,T. O'Neill,€190K,€4K
231270,C. Waters,€110K,€1K
237415,J. Williams,€170K,€1K
215656,K. Mendoza,€90K,€1K
222569,Pedrosa,€140K,€2K
245097,F. Becker,€180K,€1K
236650,J. Brown,€160K,€1K
238186,M. Bulka,€150K,€2K
243051,R. Deprem,€140K,€1K
230765,H. Al Watyan,€110K,€2K
232557,I. Samba,€150K,€1K
239469,S. Tağa,€110K,€2K
240749,J. Castillo,€190K,€1K
245101,O. Şahin,€130K,€2K
245358,A. Cháves,€110K,€2K
230001,H. Campbell,€100K,€1K
237937,F. Myhre,€150K,€1K
245361,I. Sauter,€180K,€1K
243059,M. Castaño,€190K,€1K
240245,L. Ureta,€160K,€1K
234358,J. Ceesay,€150K,€1K
245366,J. Fischer,€180K,€1K
239735,D. Pawłowski,€120K,€1K
243575,J. Ball,€130K,€2K
244088,M. Shinada,€180K,€1K
228217,C. Lyon,€80K,€1K
243065,Li Siqi,€130K,€2K
207995,G. Pender,€130K,€1K
238715,E. Crona,€190K,€1K
229244,M. Idzik,€140K,€1K
244860,L. Gelzleichter,€190K,€2K
236413,S. Kulenović,€190K,€1K
225406,J. Talbot,€90K,€1K
240769,J. Hallam,€200K,€1K
242305,J. Olufsen,€130K,€1K
245377,N. Al Harthi,€190K,€2K
238466,J. Thompson,€180K,€1K
235139,Long Wei,€110K,€2K
238467,J. Valdeblánquez,€170K,€1K
242307,C. Núñez,€140K,€1K
240772,S. Mallon,€190K,€1K
242564,D. Tomii,€70K,€1K
242567,K. Suzuki,€130K,€1K
245127,M. Sopoćko,€170K,€1K
234121,O. Al Suhaymi,€90K,€3K
237705,D. Pierias,€170K,€1K
244361,R. Tsonev,€120K,€1K
229770,C. Ellis,€150K,€1K
242062,H. Finndell,€180K,€1K
228239,C. Cooper,€110K,€2K
244623,E. Maulana Vikri,€180K,€1K
237714,D. Ingham,€130K,€1K
240786,A. Koiki,€100K,€3K
245650,S. Farsak,€120K,€2K
238995,I. Cameron,€180K,€1K
240275,P. Bird,€180K,€1K
245651,Y. Avcılar,€180K,€1K
226196,Peng Rui,€100K,€2K
241300,Yang Ke,€90K,€2K
235413,R. Majecki,€150K,€1K
242070,S. Nakagawa,€180K,€1K
213143,R. Oates,€120K,€1K
244119,P. Patron,€90K,€1K
237208,P. Lewis,€120K,€2K
243608,R. Giles,€170K,€3K
244634,S. Sohm,€160K,€1K
215451,M. Wohlgemuth,€140K,€2K
244891,M. Żyro,€180K,€1K
237724,A. Al Arishi,€120K,€3K
202141,Y. Mersin,€100K,€1K
233629,S. Want,€180K,€1K
239005,L. Grabovac,€170K,€2K
241310,Liu Heng,€120K,€2K
245406,S. Bojang,€140K,€1K
208544,L. Conlan,€100K,€1K
235168,Liu Hao,€120K,€2K
244640,J. Medina,€150K,€1K
245152,S. Giménez,€200K,€2K
241825,T. Francois,€180K,€3K
242594,D. Kaneko,€130K,€1K
246179,D. van Kaam,€190K,€1K
235428,F. Fischerauer,€150K,€1K
243620,A. Hellborg,€190K,€1K
203429,B. Daniels,€110K,€2K
222629,Zhou Qiming,€100K,€2K
243365,D. Miya,€110K,€1K
243622,M. Nottingham,€70K,€1K
245415,A. Abdulhameed,€80K,€1K
242088,Y. Wakizaka,€120K,€1K
244904,M. Tapias,€120K,€3K
240042,R. Correa,€190K,€1K
242090,O. Solbakken,€150K,€1K
243370,A. Koljic,€140K,€1K
240555,J. Bennett,€100K,€2K
243372,J. Nieva,€180K,€1K
245420,H. Salem,€140K,€3K
236717,E. Sandberg,€170K,€1K
245421,F. Abo Bakr,€140K,€3K
232878,T. Tanaka,€160K,€1K
233390,Zuo Yiteng,€120K,€1K
241582,W. Fitzgerald,€140K,€1K
244654,K. Osako,€120K,€1K
241328,Wei Zhen,€120K,€2K
244657,A. Hudu,€160K,€1K
245169,J. Lalrinzuala,€0,€0
231602,I. Pearce,€160K,€1K
232370,R. Motegi,€120K,€1K
246450,K. Cabral,€190K,€1K
237235,A. Majok,€170K,€1K
244659,R. Ito,€130K,€1K
237236,I. Ünal,€140K,€1K
242612,E. Chilufya,€190K,€1K
228533,Lee Joon Hee,€90K,€1K
231861,M. Stajduhar,€140K,€1K
243893,K. Fatkic,€140K,€2K
231606,A. Jakupović,€200K,€2K
240310,A. Eichhorn,€120K,€1K
241593,Yang Wanshun,€140K,€2K
243897,Philippe,€190K,€2K
242874,Yang Fan,€120K,€2K
138427,D. Pipe,€30K,€1K
232635,K. Ichimi,€200K,€2K
233915,J. Ponticelli,€200K,€1K
242107,S. Ali Yahya,€170K,€2K
243387,S. Brolin,€160K,€1K
239548,J. Pérez,€190K,€2K
225981,A. Pearce,€100K,€1K
241597,B. White,€80K,€1K
243646,B. Nygren,€180K,€1K
241344,Yang Liyu,€130K,€2K
231617,L. Davies,€130K,€1K
243137,F. Espinoza,€160K,€1K
245442,Joan Luque,€110K,€3K
241859,R. Hoffmann,€160K,€2K
234692,Z. Mills,€90K,€1K
238789,H. Herrera,€140K,€1K
234950,A. Ajdarević,€130K,€1K
181702,Y. Uekusa,€20K,€1K
233931,K. Rowles,€180K,€1K
241355,T. Hamilton,€190K,€2K
245451,K. Ito,€120K,€1K
233932,C. O'Toole,€140K,€1K
242636,E. Moran,€120K,€1K
242893,I. Koné,€200K,€1K
237262,K. Awuah,€130K,€1K
242382,L. Ashby-Hammond,€150K,€1K
237519,N. Marfelt,€110K,€2K
240336,T. Chakwana,€130K,€3K
225489,F. Schram,€0,€0
231889,D. Daly,€140K,€1K
231122,S. Pedersen,€150K,€1K
238546,M. Al Hamad,€160K,€3K
243410,O. Ünlüçifçi,€150K,€1K
238035,A. Hoven,€170K,€1K
240340,C. Zuvela,€150K,€1K
236758,O. Christensen,€120K,€1K
238806,D. Breitfelder,€150K,€1K
242134,G. Vetti,€140K,€1K
228313,L. Robles,€160K,€2K
238298,M. Miño,€160K,€1K
244442,W. Le Pogam,€90K,€1K
231387,N. Mbo,€120K,€1K
205276,Lee Kwang Jin,€90K,€1K
244188,S. Abifade,€200K,€1K
235741,C. Lokoli-Ngoy,€180K,€1K
243679,E. Bijlsma,€150K,€1K
219872,D. Hayes,€100K,€1K
245472,M. Śliwa,€180K,€1K
218593,S. Moore,€90K,€1K
232418,Y. Takeda,€50K,€1K
208355,J. Kavanagh,€100K,€1K
228067,Kim Tae Ho,€80K,€1K
238051,R. Vinderslev,€150K,€1K
239076,A. Nurudeen,€140K,€1K
238309,T. Damsgaard,€130K,€1K
240869,K. Henry,€150K,€1K
222182,Zhu Xiaogang,€70K,€2K
236774,A. Kuruniyan,€0,€0
240614,R. Batlokwa,€160K,€1K
246246,B. Leneis,€120K,€1K
242407,M. Blair,€130K,€3K
243175,Lee Hyun Sik,€130K,€1K
244711,J. Etou,€120K,€1K
222185,Cui Ming'an,€110K,€1K
240105,D. López,€140K,€2K
243689,P. Pierzchała,€120K,€1K
245737,O. Al Owdah,€170K,€2K
242154,A. Thurgate,€160K,€1K
244970,Y. Magnin,€130K,€1K
245482,A. Al Enazi,€120K,€2K
198891,C. Clifford,€100K,€1K
221163,T. Hagelskjaer,€100K,€1K
239595,N. Rodes,€140K,€1K
243947,L. Mirwa,€110K,€1K
245739,W. Altamirano,€130K,€2K
242924,Ko Jae Hyun,€190K,€1K
230893,O. Evans,€130K,€3K
222190,Lü Peng,€90K,€3K
242415,Xu Yougang,€120K,€2K
222192,Sun Guowen,€110K,€2K
236529,S. Alzate,€160K,€3K
245233,M. Steinwender,€170K,€1K
223987,H. Cardwell,€130K,€2K
244468,M. Vantruba,€160K,€1K
244214,H. Wilder,€170K,€1K
237559,B. Delihasan,€180K,€1K
244983,D. Puster,€160K,€1K
245751,H. Tombakti,€180K,€2K
244216,L. Gibbens,€160K,€1K
234234,G. Kostadinov,€0,€0
208635,L. Perea,€70K,€1K
235260,A. Ogalde,€100K,€1K
238076,M. Bersano,€90K,€1K
245501,I. Olaofe,€150K,€1K
228606,D. Barnett,€120K,€1K
240894,R. Ferguson,€140K,€1K
245247,F. Domínguez,€140K,€2K
246271,N. Vitré,€140K,€1K
245506,H. Al Sibyani,€110K,€2K
231683,M. Shabow,€140K,€1K
235267,A. Famewo,€130K,€1K
230148,W. Tomlinson,€140K,€4K
245508,O. Al Zayni,€110K,€4K
240390,A. Linnér,€160K,€1K
245510,A. Tarmin,€140K,€3K
240649,J. Roberts,€180K,€1K
229130,K. Horgan,€90K,€1K
239882,J. Tibbetts,€110K,€1K
236811,R. Balanta,€120K,€1K
242443,D. Arias,€160K,€1K
245771,W. Huffer,€160K,€1K
242700,Yan Zhiyu,€100K,€2K
233741,W. Hanssen,€130K,€1K
245518,M. Al Thani,€140K,€3K
245519,Montes,€120K,€2K
245267,N. Khalifa,€120K,€2K
234260,A. Fisher,€100K,€3K
242452,C. Lindley,€190K,€1K
243476,M. Borgogno,€160K,€1K
245524,H. Al Shaie,€150K,€2K
246550,G. Haag,€160K,€1K
242199,C. McVey,€110K,€1K
221464,I. Ibañez,€110K,€1K
244505,H. Sobol,€140K,€1K
220190,Cristian Arco,€90K,€1K
235806,G. Satalino,€160K,€1K
242462,A. Diaz,€180K,€1K
244510,M. Hauptmann,€180K,€1K
192542,S. Kelly,€70K,€1K
213535,K. Zobeck,€60K,€1K
230943,G. McDonagh,€150K,€2K
244256,D. Bielica,€160K,€1K
244768,M. Akjah,€160K,€2K
233505,R. Sandford,€130K,€1K
241953,R. Slater,€140K,€1K
208930,A. Al Nassar,€100K,€5K
235556,A. Al Shehry,€90K,€2K
241956,M. Kristensen,€120K,€2K
193317,E. Wearen,€90K,€1K
213542,M. Solberg,€120K,€2K
243750,Gianluca Zanette,€120K,€1K
242727,T. Bloor,€160K,€1K
244776,V. Arzayus,€110K,€1K
238378,M. Kaastrup,€180K,€1K
169515,J. Sinclair,€60K,€1K
241707,P. Gueye,€170K,€1K
237869,M. Godoy,€160K,€1K
243501,J. Łoś,€200K,€1K
243246,S. Gussiås,€150K,€1K
244782,G. Piras,€170K,€1K
226352,J. Sowerby,€120K,€1K
244016,Taliby,€100K,€1K
241201,P. Waring,€120K,€1K
233523,A. Agouda,€190K,€1K
240947,T. Mitchell,€160K,€3K
223029,H. Acar,€130K,€2K
237365,K. Ahmadi,€140K,€1K
242229,B. Maher,€140K,€1K
245813,A. Al Shammari,€150K,€2K
245814,A. Haroon,€120K,€2K
234039,R. Edmonds-Green,€170K,€2K
234040,N. Sheron,€180K,€1K
240697,S. Baptiste,€190K,€1K
246329,M. El Idrissy,€190K,€1K
232251,C. Goddard,€190K,€1K
239931,B. Leiva,€140K,€1K
222524,R. Kamber,€150K,€2K
244796,M. Valenta,€180K,€1K
226109,T. Forbes,€130K,€1K
242497,K. Lara,€170K,€1K
241988,A. Baun,€120K,€1K
243012,B. Niezgoda,€150K,€1K
243269,A. Doğan,€160K,€1K
244293,A. Payne,€180K,€2K
245061,J. López,€180K,€1K
232518,M. Matic,€120K,€1K
222279,Chang Feiya,€110K,€2K
240967,J. Kayode,€180K,€3K
242759,A. Arigoni,€110K,€1K
